text,rating_1,rating_2,rating_3,rating_4,rating_5
"
 I just think the staff here is wonderful!!!! Wednesday hamburger is 50% off.....if you have never tried it....once you do, you will NEVER get it anywhere else! ",0,0,0,0,1
"
 The location is good, and the patio can be wonderful on a winter afternoon. The food, however, seems to be about 20% overpriced for what you receive. It isn't bad, mind you, but it certainly isn't worth the prices they charge. The bar area gets very, very crowded on Friday nights, which can be good or bad, depending on what you're in the mood for. It is a nice place for drinks, and maybe appetizers. Skip it for dinner, though, and try someplace else within walking distance in old town Scottsdale. ",0,1,0,0,0
"
 Love love love Postinos. It is such a great atmosphere and I'm a huge fan of the rasp chicken salad. Will be back again and again! ",0,0,0,0,1
"
 I love this place. So many options when it comes to side dishes. Instead of just frys. As far as the custard goes. Their is many options you can do as far as topping. It's. It close to me but I don't mind taking the drive. ",0,0,0,0,1
"
 When dealing with Justin and his team on plumbing issues, they are always straight forward and fair. Not only does Service plus answer questions over the phone about plumbing issues in Las Vegas, they are prompt and have fair prices. I would recommend Service Plus to family members! ",0,0,0,0,1
"
 I really, really, really wanted to like this place because my friend took me there and he loves it. First the good: great location on the strip, terrific service, decor and ambience. Just like a traditional East Coast steak house. Sides and wine were excellent: truffled mac and cheese, S&W green beans, sauteed spinach, fabulous bottle of rioja: all exemplary The problem was the steak. A big, bone in rib eye for $49 came charred on the outside, tough and overcooked. (I asked for Medium Rare), it was between Medium and Well done. Even if the temperature had been right, the charring outside was way overdone, and the quality of the cut was not great. Such a shame. But I will go go back and try another cut, perhaps the rack of lamb or filet mignon. ",0,1,0,0,0
"
 um...not much to really say about the place. ribs are lower end of the decent ranks. (decent is middle for me). Definitely wont order the babybacks again. thats what i had. I don't know this place was just ehhhhhhh.. nothing fantastic, i'd come back if i had a giftcertificate and i wouldn't complain. Don't think i would choose on my own accord to go here though. I'd rather go to one of those fastfood bbq places which make equally as good, sometimes better food. ",0,1,0,0,0
"
 $20 for one BBQ dish? Is there a wood chip shortage I don't know about? Our neighborhood welcomed Bootleggers and supported them, only to have prices hiked to oblivion. With so many great BBQ places in the valley I can't justify $19 for a turkey leg or $17 for a hot link. We used to love going there, too bad. ",0,1,0,0,0
"
 I don't think I could ever say good enough things about the Slider Truck, but I will try. I love being greeted with a fist bump and a smile. It's so refreshing to see people enjoy what they do for a change. The atmosphere is so positive I swear you can almost taste it in their food! My favorites are the Pep Pep, Yaya, and the Barby. A little on the pricey side, but I think it's worth it to support a local growing business. I wish I could have a full size version of their burgers. One slider just isn't doing it for me anymore. It is nice though if you are a Slidin' Thru newbie so you can try several of their flavors all in one sitting. If you are discouraged by long lines hit them up during the week for lunch hours. I've waited over an hour for these burgers though and they are worth it. Slidin' Thru is a MUST TRY at least once for all Vegas locals! ",0,0,0,0,1
"
 Very conveniently located, right across the street from Venetian and at 40% of the price. Also located beside Fashion Mall. Well worth the price we paid ($70 a night), because we booked in advance by a few weeks and online, with non refundable booking. Nice clean rooms, and clean linens brought everyday (As i saw complaints regarding this in prior postings on other sites). Beds were extremely comfortable, would definitely stay here again. Only downside is that the parking lot is quite a walk to the casino. ",0,0,0,0,1
"
 Yummy breakfast. Wait is as expected. I ordered the portugese sausage hawaiian breakfast because other than in Hawaii this is the only place I have been able to find it. It is a whole sausage they don't skimp. Good food! ",0,0,0,0,1
"
 ""Meh. I've experienced better,"" fully captures how I felt about CAC. I found them here on Yelp, visited their website, and sent an email requesting membership info. I'm new to town and used to a certain quality of gym and have some requirements: Precor ellipticals, zumba and body pump classes that actually fit my schedule, and a convenient location. I don't even mind a hefty price tag because fitness is a priority for me. But I was distinctly underwhelmed by this gym. Sure, you walk in and it seems ultra swanky and exclusive- even the guy at the front desk is wearing a jacket, for crying out loud. But as I took myself on a tour of the facilities, I couldn't help but notice a few things that turned me off: the women's locker room has a ton of lockers, several bathroom stalls, and a bunch of showers.. but a tiny area to change in, with only one bench. It appears there's a push for members to pay the extra $50 for access to the private locker room. Okay, duly noted. The downstairs cardio area has the machines I like, but I was a little bummed that the models present did not have the individual screens. Rather, there were two screens for the entire cardio area, and set at a bit of a distance away. No big, I can bring in my iPad and watch Netflix while I churn out my miles right? Nope, no wifi. For $50/month, you'd think that would be a given. Upstairs wasn't much better- tons of equipment, and only a few people present, most of whom were working one on one with trainers or just sitting around. In fact, that's what bugged me most: maybe I was just there during an off-peak time, but everyone present seemed more focused on being in such a swanky environment. I don't think I saw anyone there genuinely working up a sweat. Ultimately I didn't feel very comfortable here but still wanted to give the place a try. Met up again with Juan, my tour guide who stayed at the front desk, and received what passed for the ""sales pitch""- a laminated card of their pricing, and a vague, ""So, wanna sign up?"" I had mixed feelings about that- I really didn't feel sold to or pressured, which was a plus. But I also didn't feel like any attempt at all was made to MAKE me want to join this gym. I genuinely wanted to give them a try, but the fact that I wasn't even able to get a pass for a day or two to try it out and see if I liked it was discouraging. To end on a positive note though, for the month of January their promotion is that the initiation fee is half off: to join it's usually $120 + your monthly fee based on your membership ($50 on up to like $150 to get access to kickboxing/CrossFit); but in January it's just $60. ",0,1,0,0,0
"
 If you are at all serious about rare books, don't bother with this place. Although it's fun to browse, I collect antiquarian texts and have been to many stores like this as well as the annual trade shows. I'll never come back. My issues: 1) PRICE - I specialize in 19th and 20th century texts, so I can't comment on the pricing of older items. But from what I can tell, the mark-ups here are insane. (Anywhere from 40% to 100% over the prices you'll find if you run a quick Google search.) If you actually want to buy anything, you would do much better going through eBay or any independent (but ABAA-licensed!) dealer. 2) TOUCHING THE BOOKS - Maybe I just had bad luck, but the man working here would not let me touch any of the items in the glass cases. Allowing potential customers to touch the items that interest them is standard in this industry. While I understand that this store probably gets more foot traffic than any antiquarian bookstore in the country, they clearly had the supplies on hand (gloves, foam supports) so that customers could touch the books if the staff deemed them worthy. I suspect that the man who worked here did not take me seriously because I am in my twenties. Although I was dressed business-casual (was on my way to dinner), you'd think I was Julia Roberts at the beginning of Pretty Woman. Big mistake. Big. Huge! I have to go shopping now. 3) STAFF - On a related note, the guy working here was incredibly patronizing, again (I suspect) because of my age. He didn't seem to know much about the David Foster Wallace book I was interested in (fair enough, everyone has their specialties). But instead of answering my question or admitting he didn't know the answer, he launched into a spiel about why we put mylar covers on dust jackets. Compelling. When I asked about the provenance of a book, he told me that it came from a ""private individual"" and that he couldn't give me any more information than that because of privacy concerns. Fine. But then he added that it's ""typical"" for antiquarian booksellers not to give customers any information about where they got the books--which is objectively not true. I have worked with a number of rare booksellers and ""typically"", they bend over backwards to give me information about what I'm looking at (all while respecting the privacy of the person they got the book from, obviously). And even if they don't have that info, they would never make me feel bad for asking. The impression I came away with was that Bauman does not care at all about their customers--not enough to charge them fair prices, and not enough to treat them with respect when they visit the store. Such a shame. ",0,1,0,0,0
"
 I visited Earl of Sandwich again because it's become pretty much a routine stop for me whenever I go to Vegas. How can you really resist a $6 sandwich on the strip which is available at any time of the day? This time I decided to try their Italian - (http://www.yelp.com/user_local_photos?userid=F_5_UNX-wrAFCXuAkBZRDw&select=V-B0qTxJLuV3PHECKwuAuw). It's got Salami, Capicola, Roasted Ham, Mortadella, Zesty Italian Dressing, Mozzarella & Roma Tomatoes. It's a pretty good sandwich but I wouldn't say it's my favorite. That honor still belongs to the Original 1762. Always open and always dependable you can never go wrong with Earl of Sandwich. ",0,0,0,0,1
"
 Good food, tiny portions, pricey for the amount you get. ",0,1,0,0,0
