text,rating_1,rating_2,rating_3,rating_4,rating_5
"
 Curious as to why this place hadn't closed down like the other restaurants in the horribly placed strip mall parking lot Tommy's sits in, my wife and I decided to stop in and try a burger... Oddly, they all come with chili, mustard, onion and pickle... The chili was more like alpo and the burger patty was thinner than a mcdonalds patty! Fries were good, but that's about it! And judging by the girl working the drive thru, you don't need a high school diploma to work here. Still not quite sure how this place remains open... ",0,1,0,0,0
"
 Sure, you could go to one of the steakhouses on the Strip that have been decorated to look like an old-school steakhouse... but for the same money, why not GO to an old-school steakhouse? The Golden Steer looks like a total dive on the outside, but inside it's the room that time forgot. Everything looks exactly like it would have back when the Rat Pack was said to be among the Steer's clientele. Service is equally old-school - your glasses will never be empty and every crumb quickly swept. The menu is equally traditional - steaks, creamed spinach, etc. It's cooked to order and tasty. We've gone here to celebrate signing big deals, but we've also just gone to get a great steak. It's worth the cab ride. ",0,0,0,0,1
"
 i have never had such bad service in my life and i have never been so mad about bad service before either. My friend and I decide to go to Chili's for our 1hr lunch break. We arrive at 11am. Within 5 mins of being there we order our food. She orders hers, i order mine, and we order one to go for someone else back at work. We sit there for 45mins without receiving our food before having to track down the waitress (because no one bothered to check on us). We tell the waitress to just bring out food out to-go because now we have run out of time and need to get back to work. 5 mins later we get our food and 2 out of 3 orders are wrong! One was a completely different meal than what was ordered. i ask how long it would take to re-make them and we are told about 17mins. At this point we have 10mins to get back to work. Needless to say, we ended up leaving and going back to work without getting to eat any lunch. ",1,0,0,0,0
"
 Great food and great staff. Very friendly and a great atmosphere. Go there everytime I'm in the area!!.. ",0,0,0,0,1
"
 Panda Express sounds good. I only gave them 2 stars because it was dirt cheap. ",0,1,0,0,0
"
 Quand il s'agit de l'arrondissement Hochelaga-Maisonneuve, rien ne bat March \ u00e9 Maisonneuve. Du Dauphinois pour les l \ u00e9gumes \ u00e0 Merci pour les \ u00e9pices, ou Premi \ u00e8re Moisson pour le pain, c'est le march \ u00e9 pour le quartier. Les gens ont tendance \ u00e0 parler du March \ u00e9 Jean-Talon, et bien s \ u00fbr, il est plus grand et plus conn \ u00fbt, mais quand \ u00e0 lui, le March \ u00e9 Maisonneuve est tout aussi bon, sinon meilleur pour sa taille. La s \ u00e9lection de fromages de la Fromagerie est aussi spectaculaire que celle de Jean-Talon et si vous \ u00eates un habitant de HOMA, il n'ya vraiment aucune raison de faire le trajet suppl \ u00e9mentaire. Si vous venez d'emm \ u00e9nager dans Hochelaga-Maisonneuve, vous devez vous assurer de v \ u00e9rifier cela car je suis s \ u00fbr que vous allez acheter la plupart de vos courses \ u00e0 ce fantastique march \ u00e9. -------------------------------------------------------------------------------------------- When it comes to the Hochelaga-Maisonneuve borough, nothing beats March \ u00e9 Maisonneuve. From the Dauphinois for veggies to Merci for spices, or Premi \ u00e8re Moisson for the bread, this is THE market for the neighbourhood. People tend to go on and on about March \ u00e9 Jean-Talon, and sure, that one's bigger, but when it comes down to it, March \ u00e9 Maisonneuve is just as good, if not better for its size. The cheese selection in the Fromagerie trumps those in Jean-Talon and if you're a local, there really is no reason to make the extra commute. If you just moved to Hochelaga-Maisonneuve, you need to make sure to check this out as I am sure you will be purchasing most of your groceries from this fantastic market. ",0,0,0,1,0
"
 AMAZING. Oh Raku, how I love thee! So glad you are located in Las Vegas, because otherwise, I may be visiting you all the time. Fresh, homemade tofu, Foie Gras on a stick, Uni, fresh sashimi, sake sampler, special import beer... Just a few of my favorite things. And, for all that and more, a $45 pp bill. Really reasonable! Can't wait to return to try their special chef's omakase. It requires letting the chef know ahead of time and I think is about $150 a person. I am sure it'll be decadent and completely AMAZING. ",0,0,0,0,1
"
 This burger bar, a place I usually want to come visit when I visit Charlotte, offers up a pretty tasty burger, though not the best I've ever had. The reason I like it so much isn't because the actual burgers are that amazing, but because of the huge variety of stuff you can get on top of said burgers. It's amazing, and most turn out more deliciously than you can imagine. My favorite is the Frenchie, which is brie, apples, bacon, and garlic aioli on a turkey burger - which I almost always switch out for beef. There aren't many places you can get brie and apples on a burger, and I'm pretty obsessed with it. There are a billion other choices like that, or you can construct your own weird burger (the last time we went, a friend got grilled pineapple, queso, and bacon on a turkey burger... and she loved it). The sides are also tasty, but not really the main draw for me. Everyone seems to like the sweet potato fries here, which I actually think are really bland without the sauce, and I like a good sweet potato fry that stands up without sauce. These don't. The regular fries are good, similar to Five Guys, as are the tater tots, which are pretty standard, but nice and crispy, which I appreciate. Ask for some sauces (chipotle ranch? yes.) to improve your potato-based experience. OK, now for a few cons -- it's always so crowded, and loud inside. Expect to wait in the parking lot for a parking space, and inside for a table unless you're incredibly lucky or come at like 11 am on a Tuesday. Because it's always so busy, the wait staff can be hit and miss too. Most of my experiences have been pretty good, once you actually sit down. With regards to the actual meat, I feel they could improve in this area. They obviously don't grind their own sirloin, which is pretty surprising AND disappointing for a so-called burger bar. Because of this, you can't get a burger cooked less than medium. No favorite burger of mine is ever going to be more than medium-rare, so this is very sad for me. I do have to say that the beef burger was remarkably juicy for being cooked medium and not being fresh-ground. In conclusion, if you're a burger purist seeking out the best burger on the planet, this place isn't going to have it. But if you're a burger adventurist and want to put all kinds of weird stuff on your burger, then you'll love it here. Worth a try for anyone. ",0,0,0,1,0
"
 Gross! The rooms were so old and smelled like smoke! There are definitely better places to stay, but this was nice and cheap! ",0,1,0,0,0
"
 I've eaten here twice; once on each of my last two trips to Madison. I'll eat here again before I leave. I am somewhat a creature of habit. When I try an ""Italian"" restaurant I want to know if it is ""Italian"" or ""italian"". This is easy to do. Order the marinara. It is a simple dish that most places don't bother to do right. But a real Italian restaurant will take the time to do this right. That means sauteing tomatoes and spices together, but knowing when to stop. And none of that ""al dente"" nonsense with the noodles...that's for fat Gourmands in bowties without friends, not for people who just like good food. I am pleased to say Johnny's gets it right. The gravy was magnificent--neither acidic nor sweet with lots of tomato and oregano flavor. MMMMM MMM! I had a ""side Caesar salad"" which was made with crisp, fresh, clean lettuce, parmigiano cheese, and a tangy, but not quite excellent dressing. It seems to lack the fishy flavor from the anchovy paste. Some folks leave that it, but if you do, that is NOT Caesar dressing. The anchovy is the core of a good Caesar. I took my order to go, and that is where the fifth star went. $10 for a plate of spaghetti and nothing else. The menu says it is served with garlic bread but I received this neither when dining in nor when to go. Also, don't be so stingy with the napkins and not so cheap on the plasticware...the knife needs to be strong enough to support a noodle. The staff are friendly at the bar, professional elsewhere if not overtly engaging. Overall, a very pleasant experience and, as I said, I will be back! ",0,0,0,1,0
